Protein	Neighborhood.Class	Compartment.Class
GOSR2	Unclassified	Unclassified
GOT2	Unclassified	Unclassified
GPA33	Unclassified	Unclassified
GPATCH2L	Unclassified	Unclassified
GPATCH3	Unclassified	Unclassified
GPNMB	Unclassified	Unclassified
GPR155	Unclassified	Unclassified
GPR176	Unclassified	Unclassified
GPRIN1	Unclassified	Unclassified
GPRIN3	Unclassified	Unclassified
GSC	Unclassified	Unclassified
GSDMA	Unclassified	Unclassified
GTF2A1	Unclassified	Unclassified
GTF2A2	Unclassified	Unclassified
H3F3C	Unclassified	Unclassified
H6PD	Unclassified	Unclassified
HDAC8	Unclassified	Unclassified
HDHD3	Unclassified	Unclassified
HDLBP	Unclassified	Unclassified
HELQ	Unclassified	Unclassified
HERPUD2	Unclassified	Unclassified
HEXA	Unclassified	Unclassified
HFE	Unclassified	Unclassified
HINT2	Unclassified	Unclassified
HIST1H1T	Unclassified	Unclassified
HMBOX1	Unclassified	Unclassified
HMBS	Unclassified	Unclassified
HMHA1	Unclassified	Unclassified
HOXA4	Unclassified	Unclassified
HOXA5	Unclassified	Unclassified
HOXC6	Unclassified	Unclassified
HOXC8	Unclassified	Unclassified
HOXC9	Unclassified	Unclassified
HP	Unclassified	Unclassified
HR	Unclassified	Unclassified
HRNR	Unclassified	Unclassified
HSD11B2	Unclassified	Unclassified
HSF5	Unclassified	Unclassified
HSP90B1	Unclassified	Unclassified
HTRA2	Unclassified	Unclassified
ICK	Unclassified	Unclassified
ICT1	Unclassified	Unclassified
IDUA	Unclassified	Unclassified
IER2	Unclassified	Unclassified
IFT20	Unclassified	Unclassified
IGHA1	Unclassified	Unclassified
IGHG1	Unclassified	Unclassified
IGHM	Unclassified	Unclassified
IGKC	Unclassified	Unclassified
IL10RB	Unclassified	Unclassified
IL31RA	Unclassified	Unclassified
ISCA2	Unclassified	Unclassified
ISL2	Unclassified	Unclassified
ITGB1BP1	Unclassified	Unclassified
ITGB8	Unclassified	Unclassified
ITIH1	Unclassified	Unclassified
ITIH3	Unclassified	Unclassified
ITPKA	Unclassified	Unclassified
ITPRIPL2	Unclassified	Unclassified
JOSD1	Unclassified	Unclassified
JTB	Unclassified	Unclassified
KANK1	Unclassified	Unclassified
KCNQ5	Unclassified	Unclassified
KDELC2	Unclassified	Unclassified
KDM4D	Unclassified	Unclassified
KIAA0226	Unclassified	Unclassified
KIAA0355	Unclassified	Unclassified
KIAA0430	Unclassified	Unclassified
KIAA1009	Unclassified	Unclassified
KIAA1211L	Unclassified	Unclassified
KIAA1217	Unclassified	Unclassified
KIAA1430	Unclassified	Unclassified
KIAA1432	Unclassified	Unclassified
KIAA1462	Unclassified	Unclassified
KIF1C	Unclassified	Unclassified
KIF23	Unclassified	Unclassified
KIF2C	Unclassified	Unclassified
KIF9	Unclassified	Unclassified
KLF12	Unclassified	Unclassified
KLHDC3	Unclassified	Unclassified
KLHL12	Unclassified	Unclassified
KLHL7	Unclassified	Unclassified
KLK6	Unclassified	Unclassified
KPRP	Unclassified	Unclassified
KRBA1	Unclassified	Unclassified
KRIT1	Unclassified	Unclassified
KRT1	Unclassified	Unclassified
KRT10	Unclassified	Unclassified
KRT12	Unclassified	Unclassified
KRT14	Unclassified	Unclassified
KRT15	Unclassified	Unclassified
KRT16	Unclassified	Unclassified
KRT17	Unclassified	Unclassified
KRT18	Unclassified	Unclassified
KRT19	Unclassified	Unclassified
KRT2	Unclassified	Unclassified
KRT20	Unclassified	Unclassified
KRT33B	Unclassified	Unclassified
KRT38	Unclassified	Unclassified
KRT4	Unclassified	Unclassified
KRT5	Unclassified	Unclassified
KRT6A	Unclassified	Unclassified
KRT6B	Unclassified	Unclassified
KRT7	Unclassified	Unclassified
KRT74	Unclassified	Unclassified
KRT75	Unclassified	Unclassified
KRT77	Unclassified	Unclassified
KRT78	Unclassified	Unclassified
KRT79	Unclassified	Unclassified
KRT8	Unclassified	Unclassified
LAMTOR5	Unclassified	Unclassified
LAPTM4B	Unclassified	Unclassified
LDLRAP1	Unclassified	Unclassified
LEPREL2	Unclassified	Unclassified
LETM2	Unclassified	Unclassified
LIMA1	Unclassified	Unclassified
LIN7A	Unclassified	Unclassified
LIN7B	Unclassified	Unclassified
LIPT2	Unclassified	Unclassified
LMF2	Unclassified	Unclassified
LPA	Unclassified	Unclassified
LSM2	Unclassified	Unclassified
LSM7	Unclassified	Unclassified
LYPD6	Unclassified	Unclassified
LYPD6B	Unclassified	Unclassified
LYRM4	Unclassified	Unclassified
LYZ	Unclassified	Unclassified
LZTS2	Unclassified	Unclassified
MAGI1	Unclassified	Unclassified
MAN2B1	Unclassified	Unclassified
MAN2B2	Unclassified	Unclassified
MANBA	Unclassified	Unclassified
MAP3K1	Unclassified	Unclassified
MAP3K9	Unclassified	Unclassified
MARCKS	Unclassified	Unclassified
MBD5	Unclassified	Unclassified
MCEE	Unclassified	Unclassified
MCM10	Unclassified	Unclassified
MCM8	Unclassified	Unclassified
MCOLN1	Unclassified	Unclassified
MECOM	Unclassified	Unclassified
MED11	Unclassified	Unclassified
MED18	Unclassified	Unclassified
MED26	Unclassified	Unclassified
MED27	Unclassified	Unclassified
MED30	Unclassified	Unclassified
MEGF6	Unclassified	Unclassified
MERTK	Unclassified	Unclassified
MESDC1	Unclassified	Unclassified
METAP1D	Unclassified	Unclassified
METRNL	Unclassified	Unclassified
MFSD10	Unclassified	Unclassified
MICALL2	Unclassified	Unclassified
MICU1	Unclassified	Unclassified
MIDN	Unclassified	Unclassified
MIEF2	Unclassified	Unclassified
MIER2	Unclassified	Unclassified
MIIP	Unclassified	Unclassified
MIS12	Unclassified	Unclassified
MISP	Unclassified	Unclassified
MLLT4	Unclassified	Unclassified
MPLKIP	Unclassified	Unclassified
MPP6	Unclassified	Unclassified
MPP7	Unclassified	Unclassified
MRPL10	Unclassified	Unclassified
MRPL33	Unclassified	Unclassified
MRPL4	Unclassified	Unclassified
MRPL51	Unclassified	Unclassified
MRPS18C	Unclassified	Unclassified
MSANTD3	Unclassified	Unclassified
MSI1	Unclassified	Unclassified
MSRB2	Unclassified	Unclassified
MT2A	Unclassified	Unclassified
MT-ATP8	Unclassified	Unclassified
MTBP	Unclassified	Unclassified
MTERFD1	Unclassified	Unclassified
MTHFD2	Unclassified	Unclassified
